title	organization	location	mode	duration_weeks	stipend_per_month	description	requirements	req_1	req_2	req_3	req_4	req_5	req_6
Blockchain Intern	IIT Bombay	Mumbai	Hybrid	12	25000	Prototype hardware systems and integrate IoT devices.	PyTorch; Research; Robotics; PowerBI	PyTorch	Research	Robotics	PowerBI
Data Science Intern	IIT Bombay	Delhi	Onsite	24	8000	Develop machine learning models and optimize pipelines.	CSS; Java; Deep Learning; Sensors; Accounting	CSS	Java	Deep Learning	Sensors	Accounting
Data Science Intern	Zomato	Delhi	Remote	4	35000	Assist in real-time project development and research.	Digital Marketing; Robotics; Data Analysis	Digital Marketing	Robotics	Data Analysis
Data Science Intern	Ola Cabs	Kolkata	Hybrid	16	10000	Work with senior mentors on innovative product solutions.	HTML; Arduino	HTML	Arduino
Content Writing Intern	Ola Cabs	Bangalore	Remote	24	30000	Design user-friendly interfaces and conduct UX research.	Research; JavaScript; Tableau; Angular; CSS	Research	JavaScript	Tableau	Angular	CSS
Cloud Computing Intern	Wipro	Lucknow	Onsite	12	20000	Help in sustainability and NGO outreach programs.	Finance; Python	Finance	Python
Environmental Intern	IIT Bombay	Chandigarh	Onsite	10	30000	Develop machine learning models and optimize pipelines.	Java; Communication; Cybersecurity; Deep Learning	Java	Communication	Cybersecurity	Deep Learning
ML Intern	WWF India	Kolkata	Remote	12	25000	Work with senior mentors on innovative product solutions.	Cybersecurity; SEO; Data Analysis; Deep Learning	Cybersecurity	SEO	Data Analysis	Deep Learning
Robotics Intern	Amazon	Hyderabad	Hybrid	24	8000	Prototype hardware systems and integrate IoT devices.	Finance; PowerBI; React; PyTorch	Finance	PowerBI	React	PyTorch
Content Writing Intern	IIT Bombay	Kolkata	Remote	10	10000	Work with senior mentors on innovative product solutions.	Node.js; HTML; Research; Finance; Python; Community Work	Node.js	HTML	Research	Finance	Python	Community Work
Cloud Computing Intern	Wipro	Pune	Onsite	24	40000	Design user-friendly interfaces and conduct UX research.	PowerBI; Robotics; Java; Azure; SEO; Machine Learning	PowerBI	Robotics	Java	Azure	SEO	Machine Learning
Cloud Computing Intern	IIT Madras	Chandigarh	Remote	6	35000	Help in sustainability and NGO outreach programs.	Research; PyTorch	Research	PyTorch
Content Writing Intern	Ola Cabs	Delhi	Onsite	6	8000	Help in sustainability and NGO outreach programs.	Node.js; Java; JavaScript; Machine Learning	Node.js	Java	JavaScript	Machine Learning
Game Development Intern	Wipro	Bangalore	Remote	4	15000	Support digital campaigns and prepare performance reports.	Data Analysis; Community Work	Data Analysis	Community Work
Content Writing Intern	IIT Madras	Lucknow	Onsite	16	25000	Prototype hardware systems and integrate IoT devices.	Cybersecurity; Data Analysis; Digital Marketing; PowerBI; Accounting	Cybersecurity	Data Analysis	Digital Marketing	PowerBI	Accounting
Business Analyst Intern	SaveTheChildren	Delhi	Remote	4	8000	Help in sustainability and NGO outreach programs.	Python; Azure; Community Work; C++; Communication	Python	Azure	Community Work	C++	Communication
AI Intern	Paytm	Bangalore	Onsite	24	35000	Help in sustainability and NGO outreach programs.	Blockchain; Robotics; SEO; Deep Learning; CSS	Blockchain	Robotics	SEO	Deep Learning	CSS
Embedded Systems Intern	Flipkart	Kolkata	Remote	4	12000	Support digital campaigns and prepare performance reports.	Angular; Data Analysis; Python; Research	Angular	Data Analysis	Python	Research
Finance Intern	Amazon	Chandigarh	Onsite	12	10000	Support digital campaigns and prepare performance reports.	SQL; Tableau; HTML; Angular; Blockchain; Digital Marketing	SQL	Tableau	HTML	Angular	Blockchain	Digital Marketing
Business Analyst Intern	Adobe	Pune	Remote	8	25000	Design user-friendly interfaces and conduct UX research.	AWS; JavaScript; TensorFlow; Cybersecurity; HTML	AWS	JavaScript	TensorFlow	Cybersecurity	HTML
Business Analyst Intern	Infosys	Mumbai	Hybrid	8	12000	Analyze data trends and provide actionable insights.	Azure; Robotics; Communication; Digital Marketing; CSS	Azure	Robotics	Communication	Digital Marketing	CSS
Game Development Intern	SaveTheChildren	Bangalore	Hybrid	24	5000	Prototype hardware systems and integrate IoT devices.	Cloud; AWS; Robotics	Cloud	AWS	Robotics
Blockchain Intern	TCS	Bangalore	Hybrid	16	30000	Support digital campaigns and prepare performance reports.	Cloud; PowerBI; TensorFlow	Cloud	PowerBI	TensorFlow
AI Intern	Infosys	Ahmedabad	Hybrid	12	35000	Develop machine learning models and optimize pipelines.	TensorFlow; Azure; Communication	TensorFlow	Azure	Communication
AI Intern	OpenAI	Delhi	Onsite	16	15000	Analyze data trends and provide actionable insights.	React; Tableau; PyTorch; C++; Azure; Node.js	React	Tableau	PyTorch	C++	Azure	Node.js
Data Science Intern	Ola Cabs	Bangalore	Hybrid	24	12000	Design user-friendly interfaces and conduct UX research.	Communication; Cloud; Data Analysis; Community Work; Python	Communication	Cloud	Data Analysis	Community Work	Python
Embedded Systems Intern	Amazon	Kolkata	Hybrid	6	5000	Prototype hardware systems and integrate IoT devices.	SQL; C++; AWS; PowerBI	SQL	C++	AWS	PowerBI
Robotics Intern	IIT Madras	Hyderabad	Hybrid	6	35000	Assist in real-time project development and research.	Node.js; Machine Learning; CSS; Research	Node.js	Machine Learning	CSS	Research
Business Analyst Intern	TCS	Bangalore	Remote	8	25000	Analyze data trends and provide actionable insights.	Cybersecurity; Tableau; PyTorch	Cybersecurity	Tableau	PyTorch
ML Intern	Adobe	Chandigarh	Hybrid	8	8000	Analyze data trends and provide actionable insights.	Community Work; Sensors; Cybersecurity; HTML; SEO	Community Work	Sensors	Cybersecurity	HTML	SEO
Game Development Intern	Accenture	Hyderabad	Hybrid	12	8000	Prototype hardware systems and integrate IoT devices.	Communication; C++; HTML; Machine Learning	Communication	C++	HTML	Machine Learning
Finance Intern	Zomato	Chennai	Remote	24	15000	Design user-friendly interfaces and conduct UX research.	Node.js; Blockchain; Python; Data Analysis; Accounting; SEO	Node.js	Blockchain	Python	Data Analysis	Accounting	SEO
ML Intern	Ola Cabs	Remote	Hybrid	12	5000	Support digital campaigns and prepare performance reports.	AWS; Tableau; Finance; SQL; JavaScript	AWS	Tableau	Finance	SQL	JavaScript
Web Development Intern	Google	Jaipur	Hybrid	6	10000	Develop machine learning models and optimize pipelines.	Deep Learning; Research	Deep Learning	Research
Data Science Intern	Google	Bangalore	Remote	16	12000	Assist in real-time project development and research.	Research; Finance	Research	Finance
Business Analyst Intern	IIT Madras	Chandigarh	Hybrid	24	8000	Design user-friendly interfaces and conduct UX research.	Azure; Robotics; Machine Learning; Digital Marketing	Azure	Robotics	Machine Learning	Digital Marketing
Content Writing Intern	WWF India	Chennai	Remote	6	40000	Analyze data trends and provide actionable insights.	TensorFlow; SQL; Deep Learning; Python; Java	TensorFlow	SQL	Deep Learning	Python	Java
Cloud Computing Intern	IIT Bombay	Lucknow	Remote	12	25000	Help in sustainability and NGO outreach programs.	Blockchain; Tableau; Azure; Angular; Cloud	Blockchain	Tableau	Azure	Angular	Cloud
Blockchain Intern	Adobe	Kolkata	Hybrid	6	40000	Assist in real-time project development and research.	React; Deep Learning; Community Work; Research; Arduino	React	Deep Learning	Community Work	Research	Arduino
Environmental Intern	WWF India	Pune	Remote	24	25000	Help in sustainability and NGO outreach programs.	Node.js; C++; Data Analysis; Finance; TensorFlow; Cloud	Node.js	C++	Data Analysis	Finance	TensorFlow	Cloud
Finance Intern	IIT Bombay	Jaipur	Remote	4	25000	Work with senior mentors on innovative product solutions.	Data Analysis; Deep Learning	Data Analysis	Deep Learning
Business Analyst Intern	Zomato	Lucknow	Hybrid	12	8000	Develop machine learning models and optimize pipelines.	PyTorch; Azure	PyTorch	Azure
Blockchain Intern	WWF India	Bangalore	Hybrid	10	20000	Support digital campaigns and prepare performance reports.	Angular; Azure; Robotics; Blockchain	Angular	Azure	Robotics	Blockchain
Business Analyst Intern	Infosys	Kolkata	Onsite	24	30000	Develop machine learning models and optimize pipelines.	Java; Sensors	Java	Sensors
ML Intern	Infosys	Hyderabad	Hybrid	24	8000	Work with senior mentors on innovative product solutions.	TensorFlow; Java; Angular; CSS; SQL; Python	TensorFlow	Java	Angular	CSS	SQL	Python
Marketing Intern	Wipro	Chennai	Onsite	16	30000	Analyze data trends and provide actionable insights.	Data Analysis; CSS	Data Analysis	CSS
Finance Intern	Zomato	Bangalore	Remote	4	5000	Design user-friendly interfaces and conduct UX research.	React; Robotics	React	Robotics
Embedded Systems Intern	Ola Cabs	Chennai	Onsite	10	30000	Design user-friendly interfaces and conduct UX research.	PyTorch; HTML; Research; Node.js	PyTorch	HTML	Research	Node.js
UI/UX Intern	Accenture	Mumbai	Remote	4	30000	Analyze data trends and provide actionable insights.	Cybersecurity; Sensors; Node.js; Finance; SEO; Communication	Cybersecurity	Sensors	Node.js	Finance	SEO	Communication
UI/UX Intern	Zomato	Hyderabad	Remote	8	15000	Help in sustainability and NGO outreach programs.	Accounting; HTML; Robotics	Accounting	HTML	Robotics
Cloud Computing Intern	Microsoft	Kolkata	Hybrid	4	5000	Develop machine learning models and optimize pipelines.	Sensors; Python; PyTorch; Cloud	Sensors	Python	PyTorch	Cloud
Robotics Intern	IIT Bombay	Pune	Onsite	16	40000	Work with senior mentors on innovative product solutions.	Python; Community Work; CSS; TensorFlow	Python	Community Work	CSS	TensorFlow
Data Science Intern	Paytm	Delhi	Remote	12	20000	Design user-friendly interfaces and conduct UX research.	Cybersecurity; HTML; C++; Communication; Machine Learning	Cybersecurity	HTML	C++	Communication	Machine Learning
Cybersecurity Intern	IIT Bombay	Mumbai	Remote	8	20000	Work with senior mentors on innovative product solutions.	SEO; Cloud; Machine Learning; CSS	SEO	Cloud	Machine Learning	CSS
Blockchain Intern	Tesla	Hyderabad	Onsite	8	40000	Work with senior mentors on innovative product solutions.	TensorFlow; Research; Sensors	TensorFlow	Research	Sensors
Content Writing Intern	OpenAI	Kolkata	Remote	10	15000	Support digital campaigns and prepare performance reports.	Arduino; TensorFlow	Arduino	TensorFlow
AI Intern	OpenAI	Remote	Hybrid	6	10000	Assist in real-time project development and research.	React; PyTorch; Data Analysis; Communication; Node.js	React	PyTorch	Data Analysis	Communication	Node.js
Robotics Intern	Zomato	Jaipur	Hybrid	4	35000	Support digital campaigns and prepare performance reports.	Community Work; AWS; Arduino	Community Work	AWS	Arduino
Blockchain Intern	Zomato	Ahmedabad	Hybrid	4	12000	Assist in real-time project development and research.	HTML; PowerBI	HTML	PowerBI
Content Writing Intern	OpenAI	Pune	Hybrid	4	40000	Support digital campaigns and prepare performance reports.	JavaScript; Cloud; Sensors; Python	JavaScript	Cloud	Sensors	Python
Content Writing Intern	Zomato	Delhi	Remote	10	10000	Support digital campaigns and prepare performance reports.	Accounting; Research; Sensors	Accounting	Research	Sensors
Cybersecurity Intern	Adobe	Pune	Remote	8	20000	Prototype hardware systems and integrate IoT devices.	Azure; Machine Learning; Node.js; PowerBI; Finance	Azure	Machine Learning	Node.js	PowerBI	Finance
Data Science Intern	Flipkart	Hyderabad	Remote	16	40000	Assist in real-time project development and research.	Machine Learning; Robotics; Sensors; SQL; CSS	Machine Learning	Robotics	Sensors	SQL	CSS
Marketing Intern	OpenAI	Ahmedabad	Hybrid	24	10000	Help in sustainability and NGO outreach programs.	Research; Digital Marketing; Data Analysis	Research	Digital Marketing	Data Analysis
Cloud Computing Intern	IIT Bombay	Jaipur	Remote	8	12000	Work with senior mentors on innovative product solutions.	Angular; Tableau; Data Analysis; SQL	Angular	Tableau	Data Analysis	SQL
Content Writing Intern	SaveTheChildren	Mumbai	Hybrid	8	12000	Support digital campaigns and prepare performance reports.	JavaScript; Cybersecurity; Sensors; Accounting; Finance	JavaScript	Cybersecurity	Sensors	Accounting	Finance
Cybersecurity Intern	Flipkart	Hyderabad	Onsite	8	12000	Design user-friendly interfaces and conduct UX research.	CSS; Tableau; Cloud; Blockchain; Communication	CSS	Tableau	Cloud	Blockchain	Communication
Cloud Computing Intern	Accenture	Jaipur	Hybrid	24	25000	Develop machine learning models and optimize pipelines.	Digital Marketing; PyTorch; Angular; Accounting; Machine Learning; Node.js	Digital Marketing	PyTorch	Angular	Accounting	Machine Learning	Node.js
Content Writing Intern	Zomato	Jaipur	Hybrid	24	12000	Work with senior mentors on innovative product solutions.	Sensors; Research; PowerBI; C++; CSS	Sensors	Research	PowerBI	C++	CSS
ML Intern	Ola Cabs	Remote	Remote	4	25000	Work with senior mentors on innovative product solutions.	Blockchain; Deep Learning; Data Analysis	Blockchain	Deep Learning	Data Analysis
Marketing Intern	Tesla	Chandigarh	Onsite	8	15000	Design user-friendly interfaces and conduct UX research.	JavaScript; Robotics	JavaScript	Robotics
Blockchain Intern	IIT Bombay	Mumbai	Remote	24	12000	Work with senior mentors on innovative product solutions.	Blockchain; Angular	Blockchain	Angular
Web Development Intern	OpenAI	Delhi	Onsite	8	30000	Help in sustainability and NGO outreach programs.	Communication; Blockchain; JavaScript; HTML	Communication	Blockchain	JavaScript	HTML
Business Analyst Intern	Ola Cabs	Lucknow	Onsite	6	15000	Prototype hardware systems and integrate IoT devices.	TensorFlow; Arduino	TensorFlow	Arduino
AI Intern	IIT Bombay	Hyderabad	Onsite	24	5000	Analyze data trends and provide actionable insights.	Machine Learning; Deep Learning; Sensors	Machine Learning	Deep Learning	Sensors
Embedded Systems Intern	Paytm	Mumbai	Onsite	10	40000	Design user-friendly interfaces and conduct UX research.	Digital Marketing; SEO; Data Analysis; Cloud; Machine Learning; PowerBI	Digital Marketing	SEO	Data Analysis	Cloud	Machine Learning	PowerBI
Data Science Intern	Ola Cabs	Hyderabad	Remote	4	40000	Work with senior mentors on innovative product solutions.	Angular; Machine Learning; AWS; Community Work; Arduino; Node.js	Angular	Machine Learning	AWS	Community Work	Arduino	Node.js
Game Development Intern	IIT Bombay	Lucknow	Hybrid	6	10000	Design user-friendly interfaces and conduct UX research.	PyTorch; Communication; React; Sensors	PyTorch	Communication	React	Sensors
Embedded Systems Intern	Flipkart	Kolkata	Onsite	10	5000	Assist in real-time project development and research.	Robotics; TensorFlow; Azure	Robotics	TensorFlow	Azure
ML Intern	Wipro	Pune	Remote	16	30000	Prototype hardware systems and integrate IoT devices.	Java; Sensors; PowerBI; Cloud; React	Java	Sensors	PowerBI	Cloud	React
Data Science Intern	Infosys	Hyderabad	Onsite	8	40000	Develop machine learning models and optimize pipelines.	Angular; Accounting; Cloud	Angular	Accounting	Cloud
Embedded Systems Intern	Zomato	Chandigarh	Hybrid	4	30000	Work with senior mentors on innovative product solutions.	Finance; Angular; C++	Finance	Angular	C++
Embedded Systems Intern	Paytm	Chandigarh	Remote	12	20000	Prototype hardware systems and integrate IoT devices.	SEO; Cybersecurity; Python	SEO	Cybersecurity	Python
Marketing Intern	Ola Cabs	Hyderabad	Hybrid	24	35000	Assist in real-time project development and research.	C++; PowerBI; SQL; HTML; SEO; Digital Marketing	C++	PowerBI	SQL	HTML	SEO	Digital Marketing
Robotics Intern	TCS	Chennai	Remote	10	30000	Assist in real-time project development and research.	Tableau; Finance; C++; Arduino; CSS	Tableau	Finance	C++	Arduino	CSS
AI Intern	Google	Bangalore	Onsite	16	12000	Assist in real-time project development and research.	Node.js; HTML	Node.js	HTML
Cybersecurity Intern	WWF India	Delhi	Onsite	4	12000	Design user-friendly interfaces and conduct UX research.	Cybersecurity; CSS; Machine Learning; Tableau; Communication	Cybersecurity	CSS	Machine Learning	Tableau	Communication
Content Writing Intern	Flipkart	Ahmedabad	Onsite	10	30000	Develop machine learning models and optimize pipelines.	Research; React; PyTorch; Communication; AWS	Research	React	PyTorch	Communication	AWS
AI Intern	Infosys	Pune	Onsite	24	10000	Analyze data trends and provide actionable insights.	Deep Learning; Arduino; PowerBI	Deep Learning	Arduino	PowerBI
Finance Intern	SaveTheChildren	Chandigarh	Hybrid	24	30000	Design user-friendly interfaces and conduct UX research.	JavaScript; TensorFlow; Digital Marketing; Data Analysis; Accounting	JavaScript	TensorFlow	Digital Marketing	Data Analysis	Accounting
Environmental Intern	WWF India	Hyderabad	Remote	6	10000	Develop machine learning models and optimize pipelines.	Community Work; SQL	Community Work	SQL
ML Intern	SaveTheChildren	Jaipur	Remote	16	10000	Develop machine learning models and optimize pipelines.	C++; Blockchain; SEO	C++	Blockchain	SEO
Robotics Intern	TCS	Delhi	Hybrid	6	5000	Help in sustainability and NGO outreach programs.	Data Analysis; Accounting	Data Analysis	Accounting
Environmental Intern	Microsoft	Jaipur	Remote	12	8000	Work with senior mentors on innovative product solutions.	Angular; Cloud; Arduino	Angular	Cloud	Arduino
AI Intern	IIT Madras	Chennai	Remote	6	10000	Support digital campaigns and prepare performance reports.	SQL; PowerBI; Accounting; HTML; C++; Sensors	SQL	PowerBI	Accounting	HTML	C++	Sensors
Embedded Systems Intern	Wipro	Chennai	Hybrid	10	25000	Develop machine learning models and optimize pipelines.	SQL; TensorFlow; Python; SEO; Research; Machine Learning	SQL	TensorFlow	Python	SEO	Research	Machine Learning
AI Intern	Paytm	Chandigarh	Remote	16	5000	Prototype hardware systems and integrate IoT devices.	AWS; Cloud; Digital Marketing	AWS	Cloud	Digital Marketing
Cybersecurity Intern	Google	Bangalore	Remote	10	10000	Assist in real-time project development and research.	SEO; Tableau; PowerBI; JavaScript; HTML; Cloud	SEO	Tableau	PowerBI	JavaScript	HTML	Cloud
Web Development Intern	Paytm	Lucknow	Onsite	12	35000	Design user-friendly interfaces and conduct UX research.	Python; Communication; Azure; Cybersecurity	Python	Communication	Azure	Cybersecurity
Environmental Intern	Paytm	Ahmedabad	Onsite	16	10000	Help in sustainability and NGO outreach programs.	Cybersecurity; Communication; AWS; PyTorch; Angular	Cybersecurity	Communication	AWS	PyTorch	Angular
UI/UX Intern	Microsoft	Ahmedabad	Remote	4	10000	Develop machine learning models and optimize pipelines.	AWS; Deep Learning; PyTorch; Digital Marketing	AWS	Deep Learning	PyTorch	Digital Marketing
ML Intern	Google	Remote	Hybrid	24	10000	Assist in real-time project development and research.	CSS; Blockchain; HTML; React; Digital Marketing; Community Work	CSS	Blockchain	HTML	React	Digital Marketing	Community Work
Cloud Computing Intern	Tesla	Mumbai	Remote	4	40000	Assist in real-time project development and research.	Accounting; Blockchain	Accounting	Blockchain
Web Development Intern	Wipro	Bangalore	Hybrid	12	20000	Support digital campaigns and prepare performance reports.	React; Cybersecurity; HTML	React	Cybersecurity	HTML
AI Intern	Amazon	Lucknow	Onsite	16	12000	Work with senior mentors on innovative product solutions.	PyTorch; HTML	PyTorch	HTML
Web Development Intern	SaveTheChildren	Chennai	Onsite	12	8000	Support digital campaigns and prepare performance reports.	PowerBI; Accounting; Machine Learning; HTML; Community Work; Cybersecurity	PowerBI	Accounting	Machine Learning	HTML	Community Work	Cybersecurity
Robotics Intern	Google	Pune	Onsite	8	35000	Analyze data trends and provide actionable insights.	Communication; Robotics; Digital Marketing; JavaScript; Angular; Finance	Communication	Robotics	Digital Marketing	JavaScript	Angular	Finance
UI/UX Intern	Wipro	Chennai	Onsite	24	25000	Work with senior mentors on innovative product solutions.	Java; Node.js; TensorFlow; Data Analysis; Sensors; Tableau	Java	Node.js	TensorFlow	Data Analysis	Sensors	Tableau
Finance Intern	Paytm	Hyderabad	Onsite	6	25000	Help in sustainability and NGO outreach programs.	Deep Learning; JavaScript; SEO; Machine Learning; Community Work; Python	Deep Learning	JavaScript	SEO	Machine Learning	Community Work	Python
AI Intern	Accenture	Bangalore	Remote	12	10000	Prototype hardware systems and integrate IoT devices.	Cybersecurity; HTML; Machine Learning	Cybersecurity	HTML	Machine Learning
Finance Intern	WWF India	Remote	Hybrid	8	40000	Help in sustainability and NGO outreach programs.	SEO; Data Analysis; Java; PyTorch; TensorFlow; JavaScript	SEO	Data Analysis	Java	PyTorch	TensorFlow	JavaScript
Marketing Intern	OpenAI	Hyderabad	Onsite	4	10000	Develop machine learning models and optimize pipelines.	HTML; Community Work; Arduino	HTML	Community Work	Arduino
Content Writing Intern	TCS	Bangalore	Hybrid	10	20000	Support digital campaigns and prepare performance reports.	JavaScript; Robotics; TensorFlow; SEO; Finance; Cloud	JavaScript	Robotics	TensorFlow	SEO	Finance	Cloud
Data Science Intern	SaveTheChildren	Jaipur	Onsite	12	40000	Develop machine learning models and optimize pipelines.	Robotics; Communication; Sensors; React; Angular; Blockchain	Robotics	Communication	Sensors	React	Angular	Blockchain
Marketing Intern	Wipro	Chandigarh	Remote	10	25000	Assist in real-time project development and research.	HTML; Robotics	HTML	Robotics
Finance Intern	Zomato	Lucknow	Hybrid	8	25000	Work with senior mentors on innovative product solutions.	Machine Learning; Cloud	Machine Learning	Cloud
Marketing Intern	Adobe	Chandigarh	Hybrid	4	35000	Help in sustainability and NGO outreach programs.	Machine Learning; Data Analysis	Machine Learning	Data Analysis
Marketing Intern	Ola Cabs	Ahmedabad	Remote	6	8000	Develop machine learning models and optimize pipelines.	Sensors; React; Tableau; SEO; Blockchain; Arduino	Sensors	React	Tableau	SEO	Blockchain	Arduino
ML Intern	Accenture	Remote	Onsite	10	10000	Analyze data trends and provide actionable insights.	React; SQL	React	SQL
Content Writing Intern	Tesla	Kolkata	Remote	16	40000	Work with senior mentors on innovative product solutions.	Angular; Finance; Blockchain; React; Accounting; Research	Angular	Finance	Blockchain	React	Accounting	Research
Web Development Intern	Adobe	Lucknow	Remote	8	8000	Design user-friendly interfaces and conduct UX research.	Angular; Azure; Finance; Cloud; PyTorch; Arduino	Angular	Azure	Finance	Cloud	PyTorch	Arduino
Data Science Intern	Amazon	Mumbai	Onsite	4	12000	Design user-friendly interfaces and conduct UX research.	Cybersecurity; Arduino; TensorFlow; CSS; Machine Learning	Cybersecurity	Arduino	TensorFlow	CSS	Machine Learning
Game Development Intern	Amazon	Bangalore	Remote	10	8000	Analyze data trends and provide actionable insights.	Sensors; Robotics; Cloud; C++	Sensors	Robotics	Cloud	C++
Finance Intern	Wipro	Mumbai	Hybrid	10	40000	Prototype hardware systems and integrate IoT devices.	SEO; Python; CSS; C++	SEO	Python	CSS	C++
Data Science Intern	Amazon	Chandigarh	Hybrid	24	25000	Develop machine learning models and optimize pipelines.	Cloud; Angular; Communication; Research; Sensors; JavaScript	Cloud	Angular	Communication	Research	Sensors	JavaScript
ML Intern	Microsoft	Chandigarh	Onsite	4	5000	Design user-friendly interfaces and conduct UX research.	Cybersecurity; Research; Java; JavaScript; PyTorch; Blockchain	Cybersecurity	Research	Java	JavaScript	PyTorch	Blockchain
Cloud Computing Intern	Adobe	Kolkata	Remote	6	25000	Assist in real-time project development and research.	AWS; Python	AWS	Python
Environmental Intern	IIT Madras	Chandigarh	Onsite	8	30000	Design user-friendly interfaces and conduct UX research.	TensorFlow; Data Analysis; Deep Learning; SQL; Accounting; Azure	TensorFlow	Data Analysis	Deep Learning	SQL	Accounting	Azure
UI/UX Intern	WWF India	Pune	Hybrid	4	5000	Prototype hardware systems and integrate IoT devices.	Deep Learning; TensorFlow; Arduino	Deep Learning	TensorFlow	Arduino
Business Analyst Intern	Infosys	Mumbai	Onsite	6	30000	Analyze data trends and provide actionable insights.	AWS; Accounting; Machine Learning; Research; Community Work; React	AWS	Accounting	Machine Learning	Research	Community Work	React
Finance Intern	Google	Remote	Onsite	12	40000	Help in sustainability and NGO outreach programs.	Deep Learning; Research; Finance	Deep Learning	Research	Finance
Robotics Intern	Ola Cabs	Mumbai	Remote	4	10000	Prototype hardware systems and integrate IoT devices.	Machine Learning; Communication; Python	Machine Learning	Communication	Python
Blockchain Intern	Amazon	Jaipur	Hybrid	10	25000	Support digital campaigns and prepare performance reports.	AWS; SEO; Node.js; HTML; Tableau	AWS	SEO	Node.js	HTML	Tableau
Embedded Systems Intern	TCS	Bangalore	Remote	6	12000	Develop machine learning models and optimize pipelines.	Java; PowerBI; HTML; TensorFlow; Blockchain	Java	PowerBI	HTML	TensorFlow	Blockchain
UI/UX Intern	OpenAI	Pune	Remote	16	35000	Design user-friendly interfaces and conduct UX research.	Communication; C++	Communication	C++
Data Science Intern	IIT Madras	Hyderabad	Hybrid	6	25000	Analyze data trends and provide actionable insights.	Blockchain; Robotics; Angular; JavaScript; TensorFlow	Blockchain	Robotics	Angular	JavaScript	TensorFlow
Data Science Intern	SaveTheChildren	Jaipur	Remote	8	20000	Design user-friendly interfaces and conduct UX research.	JavaScript; AWS; Accounting; Machine Learning; Communication; C++	JavaScript	AWS	Accounting	Machine Learning	Communication	C++
UI/UX Intern	OpenAI	Bangalore	Hybrid	6	8000	Prototype hardware systems and integrate IoT devices.	Sensors; Machine Learning; Research; PyTorch; SEO	Sensors	Machine Learning	Research	PyTorch	SEO
AI Intern	Tesla	Jaipur	Hybrid	12	30000	Help in sustainability and NGO outreach programs.	Robotics; Community Work; SEO; TensorFlow	Robotics	Community Work	SEO	TensorFlow
ML Intern	Zomato	Kolkata	Remote	8	35000	Develop machine learning models and optimize pipelines.	React; Angular; Machine Learning; SEO	React	Angular	Machine Learning	SEO
Content Writing Intern	Amazon	Delhi	Hybrid	4	12000	Design user-friendly interfaces and conduct UX research.	C++; Tableau; Research; CSS; Cybersecurity; Data Analysis	C++	Tableau	Research	CSS	Cybersecurity	Data Analysis
Game Development Intern	Infosys	Chandigarh	Onsite	24	20000	Develop machine learning models and optimize pipelines.	Community Work; CSS; Communication	Community Work	CSS	Communication
Finance Intern	TCS	Remote	Onsite	12	12000	Help in sustainability and NGO outreach programs.	PowerBI; Community Work	PowerBI	Community Work
Environmental Intern	Ola Cabs	Mumbai	Onsite	24	10000	Assist in real-time project development and research.	HTML; JavaScript; TensorFlow; Arduino	HTML	JavaScript	TensorFlow	Arduino
Embedded Systems Intern	IIT Madras	Bangalore	Remote	10	8000	Support digital campaigns and prepare performance reports.	Node.js; Accounting; SEO; JavaScript; CSS; PyTorch	Node.js	Accounting	SEO	JavaScript	CSS	PyTorch
Embedded Systems Intern	Ola Cabs	Chennai	Remote	16	10000	Support digital campaigns and prepare performance reports.	PowerBI; Accounting; Angular	PowerBI	Accounting	Angular
Embedded Systems Intern	IIT Bombay	Pune	Hybrid	24	20000	Prototype hardware systems and integrate IoT devices.	PowerBI; Java; Python; Arduino; JavaScript	PowerBI	Java	Python	Arduino	JavaScript
Data Science Intern	Microsoft	Mumbai	Remote	4	10000	Design user-friendly interfaces and conduct UX research.	Java; Finance; Python; C++; SEO	Java	Finance	Python	C++	SEO
ML Intern	Adobe	Bangalore	Hybrid	12	25000	Help in sustainability and NGO outreach programs.	Blockchain; TensorFlow; Cloud; Finance; PowerBI	Blockchain	TensorFlow	Cloud	Finance	PowerBI
Robotics Intern	WWF India	Chandigarh	Hybrid	12	10000	Develop machine learning models and optimize pipelines.	Angular; PowerBI; SEO; Accounting; HTML; Deep Learning	Angular	PowerBI	SEO	Accounting	HTML	Deep Learning
Blockchain Intern	IIT Madras	Jaipur	Onsite	12	10000	Analyze data trends and provide actionable insights.	C++; Cloud; Azure; Digital Marketing; Blockchain; Java	C++	Cloud	Azure	Digital Marketing	Blockchain	Java
Content Writing Intern	IIT Bombay	Bangalore	Hybrid	6	8000	Design user-friendly interfaces and conduct UX research.	Data Analysis; C++	Data Analysis	C++
Blockchain Intern	Adobe	Lucknow	Hybrid	16	40000	Prototype hardware systems and integrate IoT devices.	Cybersecurity; PyTorch; HTML; Robotics	Cybersecurity	PyTorch	HTML	Robotics
Content Writing Intern	SaveTheChildren	Jaipur	Onsite	10	8000	Assist in real-time project development and research.	Robotics; Java; C++; Machine Learning; Sensors	Robotics	Java	C++	Machine Learning	Sensors
Embedded Systems Intern	Wipro	Remote	Hybrid	8	15000	Analyze data trends and provide actionable insights.	Blockchain; JavaScript	Blockchain	JavaScript
Web Development Intern	IIT Bombay	Hyderabad	Onsite	8	20000	Develop machine learning models and optimize pipelines.	Digital Marketing; HTML	Digital Marketing	HTML
